EmpID,DailyRate,Department,EmployeeCount,EmployeeNumber,HourlyRate,JobInvolvement,JobLevel,JobRole,MonthlyIncome,MonthlyRate,Over18,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM1258,1079,Sales,1,1761,70,3,3,Sales Executive,8161,19002,Y,No,13,3,80,3,10,2,1,0,0,0
RM1275,196,Sales,1,1784,91,2,2,Sales Executive,5468,13402,Y,No,14,3,80,2,13,3,12,7,5,7
RM1307,1125,Sales,1,1833,68,3,3,Sales Executive,9637,8277,Y,No,14,3,80,2,9,3,3,2,2,2
RM1313,359,Human Resources,1,1842,89,4,1,Human Resources,2956,21495,Y,No,17,3,80,0,2,4,1,0,0,0
RM1342,311,Research & Development,1,1881,89,3,2,Laboratory Technician,4197,18624,Y,No,11,3,80,1,10,2,10,8,0,2
RM1359,1079,Sales,1,1912,86,3,2,Sales Executive,6583,20115,Y,Yes,11,3,80,1,8,2,5,2,1,4
RM1361,471,Research & Development,1,1916,62,4,1,Laboratory Technician,3978,16031,Y,No,12,3,80,1,4,0,2,2,2,2
RM1383,976,Research & Development,1,1948,48,3,1,Research Scientist,3065,3995,Y,Yes,13,3,80,1,4,3,4,2,2,3
RM1390,1125,Research & Development,1,1956,48,1,2,Research Scientist,5003,5771,Y,No,21,4,80,0,10,6,10,8,8,7
RM1396,754,Sales,1,1967,63,3,2,Sales Executive,5617,21075,Y,Yes,11,3,80,0,10,4,10,7,0,8
RM1403,1276,Research & Development,1,1974,59,1,1,Laboratory Technician,1129,17536,Y,Yes,11,3,80,3,1,4,1,0,0,0
RM1406,697,Research & Development,1,1979,40,3,3,Research Director,11031,26862,Y,No,20,4,80,1,13,2,11,7,4,8
RM1418,1154,Sales,1,1996,54,3,1,Sales Representative,3067,6393,Y,No,19,3,80,1,3,1,2,2,1,2
RM1464,325,Research & Development,1,2057,74,3,2,Manufacturing Director,9936,3787,Y,No,19,3,80,0,10,2,9,4,1,7
RM1464,325,Research & Development,1,2057,74,3,2,Manufacturing Director,9936,3787,Y,No,19,3,80,0,10,2,9,4,1,7
RM006,1005,Research & Development,1,8,79,3,1,Laboratory Technician,3068,11864,Y,No,13,3,80,0,8,2,7,7,3,6
RM017,334,Research & Development,1,21,80,4,1,Research Scientist,3298,15053,Y,Yes,12,3,80,2,7,5,6,2,0,5
RM027,1125,Research & Development,1,33,72,1,1,Research Scientist,3919,4681,Y,Yes,22,4,80,0,10,5,10,2,6,
RM061,427,Research & Development,1,78,33,3,2,Manufacturing Director,6162,10877,Y,Yes,22,4,80,1,9,3,9,8,7,8
RM074,548,Research & Development,1,96,66,3,2,Research Scientist,6220,7346,Y,No,17,3,80,2,10,3,10,4,0,
RM095,1093,Sales,1,125,87,3,2,Sales Executive,5010,24301,Y,No,16,3,80,0,12,0,11,8,5,7
RM102,827,Research & Development,1,134,71,3,1,Research Scientist,2956,15178,Y,No,13,3,80,0,1,2,1,0,0,0
RM141,1033,Research & Development,1,190,41,3,1,Laboratory Technician,4200,10224,Y,No,22,4,80,0,10,2,5,4,0,
RM145,689,Sales,1,195,35,1,2,Sales Executive,4668,22812,Y,No,17,3,80,3,9,2,8,7,0,
RM155,967,Sales,1,207,43,3,3,Sales Executive,8998,15589,Y,No,14,3,80,0,9,2,9,8,3,7
RM170,120,Research & Development,1,231,43,3,1,Research Scientist,3038,12430,Y,No,20,4,80,0,8,2,5,4,1,4
RM211,1045,Sales,1,291,32,1,3,Sales Executive,10400,25812,Y,No,11,3,80,0,14,2,14,8,9,
RM239,1401,Sales,1,330,56,3,1,Sales Representative,3931,20990,Y,No,11,3,80,1,6,5,4,3,1,2
RM240,515,Research & Development,1,331,62,2,1,Laboratory Technician,3730,9571,Y,Yes,14,3,80,0,4,2,3,2,1,2
RM242,976,Sales,1,333,100,3,2,Sales Executive,4465,12069,Y,No,18,3,80,0,4,2,3,2,2,2
RM261,1311,Research & Development,1,359,100,4,1,Laboratory Technician,2794,26062,Y,No,20,4,80,0,5,3,5,1,0,3
RM263,128,Research & Development,1,362,84,2,2,Laboratory Technician,2176,19737,Y,No,13,3,80,0,9,5,6,2,0,4
RM307,906,Sales,1,420,91,2,2,Sales Executive,5484,16985,Y,No,14,3,80,1,13,3,13,8,4,8
RM320,588,Sales,1,436,65,2,2,Sales Executive,5228,24624,Y,Yes,11,3,80,0,13,2,13,12,11,9
RM323,1018,Research & Development,1,439,74,4,2,Research Scientist,5055,10557,Y,No,16,3,80,0,10,0,7,7,0,7
RM352,1062,Research & Development,1,471,75,3,1,Laboratory Technician,2370,3956,Y,No,13,3,80,1,8,4,8,0,0,7
RM470,1474,Sales,1,631,60,4,2,Sales Executive,4707,23914,Y,No,12,3,80,0,6,2,4,2,1,2
RM501,646,Research & Development,1,679,92,3,2,Research Scientist,6322,18089,Y,Yes,12,3,80,1,6,2,6,4,0,5
RM528,929,Sales,1,722,55,3,2,Sales Executive,5396,21703,Y,No,12,3,80,0,10,2,10,7,0,8
RM532,1018,Research & Development,1,727,39,3,3,Research Director,11159,19373,Y,No,15,3,80,0,10,6,7,7,7,7
RM559,430,Research & Development,1,772,80,3,2,Laboratory Technician,5309,21146,Y,No,15,3,80,2,10,2,10,8,4,7
RM601,859,Research & Development,1,830,98,2,2,Manufacturing Director,6162,19124,Y,No,12,3,80,1,14,3,14,13,6,8
RM623,117,Sales,1,859,73,3,2,Sales Executive,4403,9250,Y,No,11,3,80,1,8,3,5,2,0,3
RM627,638,Research & Development,1,865,91,4,2,Research Scientist,5175,22162,Y,No,12,3,80,1,9,3,5,3,1,3
RM638,300,Research & Development,1,882,61,3,1,Laboratory Technician,2314,9148,Y,No,12,3,80,1,4,2,3,0,0,2
RM642,379,Sales,1,889,48,3,2,Sales Executive,6524,8891,Y,No,14,3,80,1,10,3,10,8,5,3
RM657,374,Research & Development,1,911,87,3,1,Laboratory Technician,2795,18016,Y,Yes,24,4,80,0,1,2,1,0,0,1
RM683,1184,Research & Development,1,951,70,2,1,Laboratory Technician,2332,3974,Y,No,20,4,80,0,5,3,3,0,0,2
RM693,498,Research & Development,1,966,93,3,2,Manufacturing Director,6725,13554,Y,No,12,3,80,1,8,2,8,7,6,3
RM757,1109,Research & Development,1,1046,69,3,1,Laboratory Technician,4025,11135,Y,No,12,3,80,0,10,2,8,7,7,7
RM851,862,Sales,1,1190,76,3,1,Sales Representative,2827,14947,Y,No,12,3,80,3,1,3,1,0,0,0
RM881,116,Research & Development,1,1234,77,2,1,Laboratory Technician,2743,7331,Y,No,20,4,80,1,2,2,2,2,2,2
RM882,1316,Research & Development,1,1235,38,3,2,Research Scientist,4998,2338,Y,Yes,14,3,80,0,10,2,8,7,0,7
RM936,604,Sales,1,1304,56,4,2,Sales Executive,6209,11693,Y,No,15,3,80,2,10,4,10,7,0,8
RM940,1089,Research & Development,1,1309,79,3,2,Laboratory Technician,4883,22845,Y,No,18,3,80,1,10,3,10,4,1,1
RM992,499,Sales,1,1396,36,3,2,Sales Executive,4078,20497,Y,Yes,13,3,80,3,4,3,3,2,1,2
RM1027,601,Sales,1,1446,97,3,2,Sales Executive,9204,23343,Y,No,12,3,80,1,7,3,4,3,0,3
RM1076,495,Research & Development,1,1516,64,3,3,Manager,11244,21072,Y,No,25,4,80,0,10,5,5,2,0,0
RM1102,824,Research & Development,1,1555,67,2,2,Research Scientist,5878,15624,Y,No,12,3,80,1,12,2,7,1,2,5
RM1114,1200,Research & Development,1,1574,62,3,2,Research Scientist,4087,25174,Y,No,14,3,80,1,9,3,6,5,1,2
RM1140,634,Research & Development,1,1607,35,4,1,Research Scientist,3312,18783,Y,No,17,3,80,2,6,3,3,2,0,2
RM1191,977,Research & Development,1,1671,45,3,2,Research Scientist,5470,25518,Y,No,13,3,80,2,10,4,9,5,1,6
RM1206,1259,Research & Development,1,1692,95,3,1,Laboratory Technician,1393,24852,Y,No,12,3,80,0,1,2,1,0,0,0
RM1227,585,Research & Development,1,1720,56,3,1,Research Scientist,3433,17360,Y,No,13,3,80,1,10,3,5,2,1,3
RM1238,964,Sales,1,1734,34,1,2,Sales Executive,6735,12147,Y,No,15,3,80,0,10,2,0,0,0,0
RM1242,371,Sales,1,1739,80,1,3,Sales Executive,9610,3840,Y,No,13,3,80,1,10,2,4,3,0,2
RM1261,953,Research & Development,1,1764,65,3,1,Research Scientist,2718,17674,Y,No,14,3,80,0,12,3,7,7,0,7
RM1320,1318,Sales,1,1853,79,3,2,Sales Executive,4648,26075,Y,No,13,3,80,0,4,2,0,0,0,0
RM1327,414,Sales,1,1862,82,2,2,Sales Executive,9907,26186,Y,Yes,12,3,80,0,7,3,2,2,2,2
RM1376,238,Research & Development,1,1939,47,4,1,Research Scientist,2432,15318,Y,Yes,14,3,80,0,8,2,4,1,0,3
RM1389,1146,Research & Development,1,1955,34,3,2,Healthcare Representative,6667,16542,Y,No,18,3,80,1,9,6,5,1,1,2
RM1395,1373,Research & Development,1,1966,56,2,2,Manufacturing Director,9679,10138,Y,No,24,4,80,0,8,1,1,0,0,0
RM1427,267,Research & Development,1,2010,49,2,1,Laboratory Technician,2837,15919,Y,No,13,3,80,0,6,3,6,2,4,1
RM1429,234,Sales,1,2013,68,2,1,Sales Representative,2269,18024,Y,No,14,3,80,1,3,2,2,2,2,2
RM1432,801,Sales,1,2016,48,3,3,Sales Executive,10422,24032,Y,No,19,3,80,2,14,3,14,10,5,7
RM1450,529,Research & Development,1,2038,78,3,1,Research Scientist,2439,11288,Y,No,14,3,80,0,4,4,4,2,1,2
RM004,1392,Research & Development,1,5,56,3,1,Research Scientist,2909,23159,Y,Yes,11,3,80,0,8,3,8,7,3,0
RM031,924,Research & Development,1,39,78,3,1,Laboratory Technician,2496,6670,Y,No,11,3,80,0,7,3,1,1,0,
RM040,1141,Sales,1,52,42,4,2,Sales Executive,5376,3193,Y,No,19,3,80,2,10,3,5,3,1,3
RM056,515,Research & Development,1,73,98,3,3,Research Director,13458,15146,Y,Yes,12,3,80,0,15,1,15,14,8,12
RM122,750,Sales,1,160,95,3,2,Sales Executive,6146,15480,Y,No,13,3,80,1,8,2,7,7,0,7
RM177,134,Research & Development,1,242,90,3,1,Research Scientist,2500,10515,Y,No,14,3,80,0,4,2,3,1,0,2
RM186,931,Research & Development,1,252,72,3,1,Research Scientist,2756,4673,Y,No,13,3,80,1,8,5,8,7,1,6
RM222,147,Research & Development,1,305,47,2,1,Research Scientist,2622,13248,Y,No,21,4,80,0,7,3,3,2,1,1
RM235,813,Research & Development,1,325,58,3,1,Laboratory Technician,2436,22149,Y,Yes,13,3,80,1,8,2,5,4,0,4
RM237,465,Research & Development,1,328,39,3,1,Laboratory Technician,2707,21509,Y,No,20,4,80,0,13,3,9,7,1,7
RM247,832,Research & Development,1,338,63,2,1,Research Scientist,2911,14776,Y,No,13,3,80,1,2,2,2,2,0,2
RM314,553,Research & Development,1,428,74,3,3,Manager,11878,23364,Y,No,11,3,80,2,12,2,10,6,8,8
RM329,508,Sales,1,446,46,2,2,Sales Executive,4682,4317,Y,No,14,3,80,0,9,6,7,7,0,1
RM364,350,Sales,1,485,34,3,1,Sales Representative,2851,9150,Y,Yes,13,3,80,0,1,2,1,0,0,0
RM436,1277,Research & Development,1,582,56,3,3,Manager,13610,24619,Y,Yes,12,3,80,0,15,2,7,6,7,7
RM437,587,Research & Development,1,584,38,1,1,Laboratory Technician,3408,6705,Y,No,13,3,80,3,8,2,4,3,1,3
RM456,922,Research & Development,1,612,95,4,4,Research Director,16184,22578,Y,No,19,3,80,1,10,2,6,1,0,5
RM500,1216,Sales,1,677,39,3,2,Sales Executive,7104,20431,Y,No,12,3,80,0,6,3,5,0,1,2
RM510,1296,Research & Development,1,692,30,3,2,Healthcare Representative,7725,5335,Y,No,23,4,80,1,15,2,13,11,4,7
RM515,1076,Research & Development,1,702,70,3,1,Research Scientist,3348,3164,Y,Yes,11,3,80,0,10,3,10,8,9,7
RM563,527,Research & Development,1,780,63,3,1,Research Scientist,2686,5207,Y,Yes,13,3,80,0,10,2,10,9,7,8
RM591,213,Research & Development,1,817,49,3,3,Research Director,11691,25995,Y,No,11,3,80,0,14,3,13,9,3,7
RM592,118,Sales,1,819,69,3,2,Sales Executive,5324,26507,Y,No,15,3,80,0,6,3,3,2,0,2
RM620,586,Sales,1,855,48,4,2,Sales Executive,4037,21816,Y,No,22,4,80,1,9,5,9,8,0,8
RM656,1075,Human Resources,1,910,57,3,1,Human Resources,2277,22650,Y,Yes,11,3,80,1,7,4,4,3,0,3
RM674,1198,Research & Development,1,939,100,2,1,Research Scientist,2799,3339,Y,Yes,11,3,80,0,6,1,3,2,0,2
RM695,1069,Research & Development,1,969,42,2,2,Healthcare Representative,6949,12291,Y,No,14,3,80,0,6,3,5,0,1,4
RM711,722,Sales,1,992,38,3,4,Manager,17444,20489,Y,No,11,3,80,0,10,2,10,8,6,0
RM713,461,Research & Development,1,995,53,3,1,Research Scientist,3452,17241,Y,No,18,3,80,0,5,4,3,2,0,2
RM716,827,Research & Development,1,998,84,4,2,Healthcare Representative,5488,20161,Y,Yes,13,3,80,1,6,2,6,5,1,2
RM755,1038,Sales,1,1044,88,2,1,Sales Representative,2342,21437,Y,No,19,3,80,0,3,2,2,2,2,2
RM791,654,Research & Development,1,1099,34,2,3,Healthcare Representative,7119,21214,Y,No,15,3,80,1,9,2,3,2,1,2
RM793,827,Research & Development,1,1101,54,2,2,Research Scientist,4508,3129,Y,No,22,4,80,0,14,4,13,7,3,8
RM799,1017,Research & Development,1,1108,55,2,1,Research Scientist,2313,2993,Y,Yes,20,4,80,0,5,0,2,2,2,2
RM803,970,Sales,1,1114,30,3,2,Sales Executive,4302,13401,Y,No,17,3,80,1,4,3,3,2,0,2
RM830,603,Sales,1,1157,77,3,2,Sales Executive,8224,18385,Y,Yes,17,3,80,0,6,3,5,2,0,3
RM864,147,Human Resources,1,1207,99,3,1,Human Resources,3600,8429,Y,No,13,3,80,1,5,2,5,4,1,4
RM873,1146,Sales,1,1220,82,3,2,Sales Executive,4539,4905,Y,No,12,3,80,1,10,3,10,7,0,1
RM884,117,Research & Development,1,1238,60,3,1,Research Scientist,2781,6311,Y,No,13,3,80,1,15,5,14,10,4,10
RM909,536,Sales,1,1268,82,4,3,Sales Executive,8380,21708,Y,Yes,14,3,80,2,10,3,9,8,0,8
RM991,1111,Sales,1,1395,61,3,2,Sales Executive,9998,19293,Y,No,13,3,80,0,8,2,5,4,1,2
RM1048,430,Sales,1,1477,54,3,2,Sales Executive,4373,17456,Y,No,14,3,80,2,5,2,4,3,0,3
RM1067,1099,Research & Development,1,1502,82,2,1,Laboratory Technician,3838,8192,Y,No,11,3,80,0,8,5,5,4,0,2
RM1075,516,Research & Development,1,1515,69,3,2,Healthcare Representative,6388,22049,Y,Yes,17,3,80,0,14,6,0,0,0,0
RM1092,575,Research & Development,1,1545,44,2,2,Manufacturing Director,4320,24152,Y,No,13,3,80,0,5,2,5,3,0,2
RM1096,589,Research & Development,1,1549,79,3,2,Laboratory Technician,5207,22949,Y,Yes,12,3,80,1,15,3,15,14,5,7
RM1106,1242,Sales,1,1560,46,3,2,Sales Executive,6392,10589,Y,No,13,3,80,1,8,6,2,2,2,2
RM1190,392,Sales,1,1670,93,3,2,Sales Executive,5505,3921,Y,No,14,3,80,2,6,5,6,2,0,4
RM1199,530,Sales,1,1681,36,3,2,Sales Executive,5368,16130,Y,Yes,25,4,80,1,7,2,6,5,1,2
RM1211,267,Research & Development,1,1698,79,4,1,Laboratory Technician,2028,13637,Y,No,18,3,80,3,14,6,14,11,2,13
RM1254,1283,Sales,1,1756,62,3,2,Sales Executive,5147,10697,Y,No,15,3,80,0,13,2,11,7,1,7
RM1256,211,Sales,1,1758,74,3,3,Sales Executive,8564,10092,Y,Yes,20,4,80,0,11,2,0,0,0,0
RM1266,775,Research & Development,1,1771,90,3,2,Research Scientist,3055,6194,Y,No,15,3,80,2,11,2,9,8,1,7
RM1283,867,Research & Development,1,1798,90,4,1,Research Scientist,3143,6076,Y,No,19,3,80,1,14,1,10,8,7,6
RM1364,217,Sales,1,1924,43,3,2,Sales Executive,5487,10410,Y,No,14,3,80,0,10,2,10,4,0,9
RM1399,1303,Research & Development,1,1970,36,3,2,Healthcare Representative,5968,18079,Y,No,20,4,80,3,9,2,9,7,2,8
RM1416,1313,Research & Development,1,1994,59,2,1,Laboratory Technician,2008,20439,Y,No,12,3,80,3,1,2,1,1,0,0
RM1426,501,Research & Development,1,2009,95,3,2,Healthcare Representative,4878,21653,Y,Yes,13,3,80,1,10,6,9,7,8,1
RM014,1346,Research & Development,1,18,93,3,1,Laboratory Technician,2661,8758,Y,No,11,3,80,1,3,2,2,2,1,2
RM023,419,Research & Development,1,28,53,3,3,Research Director,11994,21293,Y,No,11,3,80,0,13,4,12,6,2,
RM025,699,Research & Development,1,31,83,3,1,Research Scientist,2960,17102,Y,No,11,3,80,0,8,2,4,2,1,
RM047,1065,Sales,1,60,72,3,2,Sales Executive,4568,10034,Y,No,20,4,80,0,10,2,9,5,8,7
RM085,1153,Research & Development,1,110,94,3,2,Manufacturing Director,4325,17736,Y,No,15,3,80,0,5,2,5,2,1,3
RM104,665,Research & Development,1,138,41,3,2,Research Scientist,4809,12482,Y,No,14,3,80,0,16,3,16,13,2,10
RM112,658,Research & Development,1,147,66,1,2,Laboratory Technician,6074,22887,Y,Yes,24,4,80,0,9,3,9,7,0,6
RM115,1031,Research & Development,1,151,45,2,2,Research Scientist,4505,15000,Y,No,15,3,80,1,12,3,1,0,0,0
RM117,1354,Research & Development,1,153,45,2,3,Manager,11631,5615,Y,No,12,3,80,0,14,6,11,10,5,8
RM160,303,Sales,1,216,75,3,1,Sales Representative,2231,11314,Y,No,18,3,80,1,6,3,4,3,1,2
RM182,629,Research & Development,1,247,95,3,1,Research Scientist,2311,5711,Y,No,15,3,80,0,9,3,3,2,1,2
RM189,1069,Research & Development,1,256,45,2,2,Manufacturing Director,9547,14074,Y,No,17,3,80,0,10,2,10,9,1,9
RM203,878,Research & Development,1,277,43,3,1,Research Scientist,3815,5972,Y,Yes,17,3,80,1,5,4,5,3,2,0
RM248,470,Research & Development,1,339,84,2,2,Manufacturing Director,5957,23687,Y,No,13,3,80,1,13,3,11,9,5,9
RM379,1362,Sales,1,502,67,4,2,Sales Executive,5304,4652,Y,Yes,13,3,80,0,9,3,5,2,0,4
RM394,1381,Sales,1,523,72,3,2,Sales Executive,6538,12740,Y,No,15,3,80,1,6,3,3,2,1,2
RM416,296,Sales,1,555,33,1,1,Sales Representative,2351,12253,Y,No,16,3,80,1,3,3,2,2,1,0
RM433,1303,Research & Development,1,579,62,2,1,Research Scientist,2768,8416,Y,No,12,3,80,1,14,3,7,3,5,7
RM441,988,Human Resources,1,590,43,3,3,Human Resources,9950,11533,Y,Yes,15,3,80,3,11,2,3,2,0,2
RM463,258,Sales,1,621,74,4,2,Sales Executive,5337,19921,Y,No,12,3,80,0,10,3,10,7,5,7
RM482,254,Research & Development,1,649,83,2,1,Research Scientist,3622,22794,Y,Yes,13,3,80,1,6,3,6,5,1,3
RM495,204,Sales,1,666,31,3,1,Sales Representative,2579,2912,Y,Yes,18,3,80,2,8,3,8,2,0,6
RM504,1397,Research & Development,1,683,42,3,1,Research Scientist,2691,7660,Y,No,12,3,80,1,10,4,10,9,8,8
RM525,1442,Research & Development,1,717,46,2,3,Healthcare Representative,8621,17654,Y,No,14,3,80,0,9,3,8,7,7,7
RM550,970,Research & Development,1,757,96,3,2,Healthcare Representative,6142,7360,Y,No,11,3,80,0,10,2,5,1,4,3
RM561,167,Research & Development,1,775,32,3,2,Manufacturing Director,5121,4187,Y,No,14,3,80,1,7,3,0,0,0,0
RM568,304,Sales,1,786,60,3,2,Sales Executive,6274,18686,Y,No,22,4,80,0,6,5,6,5,1,4
RM575,182,Research & Development,1,797,72,4,1,Research Scientist,3280,13551,Y,No,16,3,80,0,10,2,4,2,1,3
RM580,121,Research & Development,1,804,86,2,1,Research Scientist,4381,7530,Y,No,11,3,80,0,6,3,6,5,1,3
RM584,1111,Sales,1,808,93,3,2,Sales Executive,6500,13305,Y,No,17,3,80,1,6,1,3,2,1,2
RM607,702,Research & Development,1,838,100,2,1,Research Scientist,2553,8306,Y,No,16,3,80,0,6,3,5,2,1,3
RM614,829,Human Resources,1,847,88,3,1,Human Resources,3737,2243,Y,No,19,3,80,1,4,1,3,2,0,2
RM672,546,Research & Development,1,934,83,3,1,Laboratory Technician,2008,6896,Y,No,14,3,80,2,1,3,1,0,1,0
RM758,216,Sales,1,1047,75,4,2,Sales Executive,9725,12278,Y,No,11,3,80,1,16,2,15,1,0,9
RM764,1333,Sales,1,1055,87,3,1,Sales Representative,2220,18410,Y,Yes,19,3,80,1,1,2,1,1,0,0
RM795,618,Research & Development,1,1103,45,3,2,Healthcare Representative,7756,22266,Y,No,17,3,80,0,7,1,6,2,0,4
RM804,697,Research & Development,1,1115,40,2,1,Research Scientist,2979,22478,Y,No,17,3,80,3,6,2,0,0,0,0
RM823,1003,Research & Development,1,1140,95,3,2,Manufacturing Director,4033,15834,Y,No,11,3,80,0,5,3,3,2,0,2
RM835,1400,Sales,1,1163,70,3,2,Sales Executive,5714,5829,Y,No,20,4,80,0,6,3,6,5,1,3
RM848,669,Research & Development,1,1184,97,2,2,Healthcare Representative,5343,25755,Y,No,20,4,80,0,14,3,13,9,4,9
RM907,1320,Research & Development,1,1265,89,4,1,Research Scientist,2585,21643,Y,No,17,3,80,0,2,5,1,0,0,0
RM918,131,Sales,1,1281,86,3,2,Sales Executive,4538,6039,Y,Yes,12,3,80,0,4,3,3,2,0,2
RM921,135,Research & Development,1,1285,46,3,2,Laboratory Technician,4444,22534,Y,No,13,3,80,2,15,2,11,8,5,10
RM924,648,Human Resources,1,1289,56,2,2,Human Resources,4490,21833,Y,No,11,3,80,2,14,5,10,9,1,8
RM959,943,Research & Development,1,1344,86,3,3,Healthcare Representative,8500,5494,Y,No,11,3,80,1,10,0,9,7,1,6
RM965,507,Sales,1,1356,66,3,2,Sales Executive,6125,23553,Y,No,12,3,80,0,10,6,10,8,9,6
RM978,999,Research & Development,1,1374,92,2,1,Research Scientist,2029,15891,Y,No,20,4,80,3,5,2,5,4,0,0
RM980,285,Research & Development,1,1377,86,3,2,Laboratory Technician,5429,17491,Y,No,13,3,80,2,10,1,8,7,7,7
RM984,404,Research & Development,1,1383,98,3,2,Healthcare Representative,6687,6163,Y,No,11,3,80,0,14,2,14,11,4,11
RM1016,560,Research & Development,1,1431,91,3,1,Research Scientist,2996,20284,Y,No,14,3,80,2,10,2,4,3,1,3
RM1028,401,Research & Development,1,1447,86,2,1,Laboratory Technician,3294,3708,Y,No,17,3,80,1,7,2,5,4,0,2
RM1040,1107,Human Resources,1,1467,52,3,1,Human Resources,2742,3072,Y,No,15,3,80,0,2,0,2,2,2,2
RM1049,1326,Sales,1,1478,81,1,2,Sales Executive,4759,15891,Y,No,18,3,80,0,15,2,13,9,3,12
RM1056,829,Research & Development,1,1485,71,3,4,Research Director,17007,11929,Y,No,14,3,80,2,16,3,14,8,6,9
RM1059,790,Sales,1,1489,40,2,2,Sales Executive,4599,7815,Y,Yes,23,4,80,0,16,2,15,9,10,10
RM1085,971,Sales,1,1535,64,2,3,Sales Executive,7083,12288,Y,Yes,14,3,80,0,10,3,10,9,8,6
RM1088,1440,Sales,1,1541,55,3,1,Sales Representative,2308,4944,Y,Yes,25,4,80,1,12,4,11,10,5,7
RM1116,479,Research & Development,1,1577,35,3,1,Research Scientist,2972,22061,Y,No,13,3,80,0,1,4,1,0,0,0
RM1118,1351,Research & Development,1,1580,45,3,2,Research Scientist,5484,13008,Y,No,17,3,80,1,9,3,2,2,2,1
RM1132,653,Research & Development,1,1597,92,2,2,Healthcare Representative,5063,15332,Y,No,14,3,80,1,8,3,8,2,7,7
RM1147,426,Research & Development,1,1615,42,4,2,Manufacturing Director,4724,17000,Y,No,13,3,80,1,9,3,9,7,7,2
RM1180,1130,Research & Development,1,1658,66,3,2,Research Scientist,5433,19332,Y,No,12,3,80,1,11,2,11,8,7,9
RM1209,1157,Research & Development,1,1696,57,2,2,Laboratory Technician,3986,11912,Y,No,14,3,80,1,15,3,15,10,4,13
RM1213,678,Research & Development,1,1701,35,2,1,Research Scientist,2929,20338,Y,No,12,3,80,0,10,3,10,9,8,7
RM1253,181,Research & Development,1,1755,97,4,1,Research Scientist,2932,5586,Y,Yes,14,3,80,3,6,3,5,0,1,2
RM1268,1375,Sales,1,1774,87,3,2,Sales Executive,4001,12313,Y,Yes,14,3,80,1,15,3,15,14,0,7
RM1271,511,Sales,1,1779,32,1,2,Sales Executive,6029,25353,Y,No,12,3,80,0,6,3,2,2,2,2
RM1291,234,Research & Development,1,1807,93,3,2,Laboratory Technician,5346,6208,Y,No,17,3,80,1,11,3,7,1,0,7
RM1301,810,Sales,1,1823,92,4,2,Sales Executive,6799,22128,Y,No,21,4,80,2,10,5,10,8,4,8
RM1343,1480,Sales,1,1882,64,3,3,Sales Executive,9713,24444,Y,Yes,13,3,80,3,9,3,5,3,1,0
RM1354,967,Research & Development,1,1905,85,1,1,Research Scientist,2307,14460,Y,Yes,23,4,80,1,5,2,5,2,3,0
RM1360,735,Sales,1,1915,75,2,2,Sales Executive,8103,16495,Y,Yes,12,3,80,0,9,3,4,2,0,1
RM1369,735,Research & Development,1,1932,86,2,2,Research Scientist,5747,26496,Y,Yes,15,3,80,0,16,3,15,10,6,11
RM1385,937,Sales,1,1950,32,3,3,Sales Executive,9888,6770,Y,No,21,4,80,0,14,3,14,8,2,1
RM1386,1239,Sales,1,1951,39,3,3,Sales Executive,8628,22914,Y,No,18,3,80,1,9,2,8,7,1,1
RM1447,704,Sales,1,2035,95,2,2,Sales Executive,6712,8978,Y,No,21,4,80,2,8,2,8,7,1,7
RM1470,628,Research & Development,1,2068,82,4,2,Laboratory Technician,4404,10228,Y,No,12,3,80,0,6,3,4,3,1,2
RM1470,628,Research & Development,1,2068,82,4,2,Laboratory Technician,4404,10228,Y,No,12,3,80,0,6,3,4,3,1,2
RM011,809,Research & Development,1,14,84,4,1,Laboratory Technician,2426,16479,Y,No,13,3,80,1,6,5,5,4,0,3
RM038,890,Sales,1,49,97,3,1,Sales Representative,2014,9687,Y,No,13,3,80,0,2,3,2,2,2,2
RM041,464,Research & Development,1,53,75,3,1,Laboratory Technician,1951,10910,Y,No,12,3,80,1,1,3,1,0,0,0
RM050,1229,Research & Development,1,63,36,4,1,Laboratory Technician,2269,4892,Y,No,19,3,80,0,1,2,1,0,0,1
RM054,1097,Research & Development,1,70,79,2,3,Healthcare Representative,9884,8302,Y,Yes,13,3,80,1,10,3,4,0,2,3
RM057,853,Sales,1,74,71,3,3,Sales Executive,9069,11031,Y,No,22,4,80,1,9,3,9,8,1,8
RM058,1142,Research & Development,1,75,30,3,1,Laboratory Technician,4014,16002,Y,Yes,15,3,80,1,4,3,2,2,2,2
RM069,664,Research & Development,1,88,79,3,1,Research Scientist,2194,5868,Y,No,13,3,80,1,5,2,3,2,1,2
RM077,776,Sales,1,100,32,2,2,Sales Executive,4312,23016,Y,No,14,3,80,0,16,2,15,13,2,
RM082,1214,Research & Development,1,105,30,2,1,Research Scientist,2859,26278,Y,No,18,3,80,0,6,3,6,4,0,4
RM152,662,Sales,1,204,94,3,3,Sales Executive,7295,11439,Y,No,13,3,80,2,10,3,10,8,0,6
RM193,556,Research & Development,1,261,50,2,2,Manufacturing Director,5916,15497,Y,Yes,13,3,80,0,8,1,1,0,0,1
RM197,138,Research & Development,1,269,37,3,2,Laboratory Technician,4425,15986,Y,No,11,3,80,0,10,5,6,2,1,2
